,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2195,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33,8863.13800992013
2196,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,867.261158009802
2197,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,4926.313841043527
2198,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,2084.5701840074025
2199,0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,696.4578581217756
2200,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,781.4339880147645
2201,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,16026.854329484599
2202,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,1433.1257502650567
2203,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,5898.192265315691
2204,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,16729.95036579346
2205,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,19439.634281723076
2206,1.02,Very Good,F,SI1,60.7,59.0,6.49,6.55,3.96,4962.2556228303965
2207,0.31,Ideal,H,VVS2,62.5,55.0,4.34,4.37,2.72,674.7934843526665
2208,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,13593.819511500433
2209,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,699.3959001875409
2210,0.51,Premium,H,SI2,60.0,62.0,5.18,5.15,3.1,987.2947548385841
2211,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3670.100200116476
2212,0.32,Ideal,E,VS2,61.3,57.0,4.45,4.42,2.72,709.5376942224314
2213,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,5429.033446877058
2214,0.7,Premium,F,SI1,61.0,60.0,5.75,5.72,3.5,2482.042328922826
2215,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,667.9928703753122
2216,1.01,Very Good,I,SI1,64.4,54.0,6.31,6.4,4.09,3658.6049472102995
2217,1.0,Very Good,F,VS1,62.1,60.0,6.33,6.42,3.96,5922.535153828151
2218,0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,1727.5717181212979
2219,0.9,Ideal,H,VS1,61.8,56.0,6.18,6.24,3.84,4340.997076701519
2220,0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3221.326935987635
2221,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,1895.6444044284265
2222,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,1278.2002675979336
2223,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,1103.8122446782208
2224,0.7,Ideal,G,SI1,61.6,56.0,5.69,5.73,3.52,2376.026148951067
2225,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,6297.630414856612
2226,1.71,Very Good,F,VS2,63.5,59.0,7.51,7.46,4.75,15247.460820512375
2227,0.7,Fair,F,I1,65.9,57.0,5.64,5.5,3.67,1206.966077775956
2228,1.59,Ideal,H,VS1,61.8,57.0,7.42,7.49,4.61,12782.315596062845
2229,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,3424.014356114009
2230,0.5,Good,E,SI2,63.2,61.0,5.02,5.05,3.18,1095.9565272347797
2231,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,9300.763758612517
2232,0.65,Ideal,J,SI1,61.9,54.0,5.6,5.62,3.47,1457.9210315213913
2233,0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18,1050.2212512659837
2234,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,6198.758631259463
2235,1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,14736.461948365952
2236,1.07,Premium,I,I1,59.8,59.0,6.68,6.62,3.98,2310.528792578759
2237,0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,506.6239846921475
2238,0.3,Good,G,VS1,63.1,56.0,4.24,4.26,2.68,562.1052111458015
2239,0.58,Fair,F,I1,66.3,55.0,5.18,5.1,3.41,845.3400881301094
2240,0.31,Ideal,D,VVS2,61.9,57.0,4.35,4.31,2.68,866.8176408526084
2241,0.4,Ideal,D,SI1,59.6,57.0,4.82,4.77,2.86,976.1042662907533
2242,1.12,Ideal,D,I1,60.6,55.0,6.73,6.76,4.09,3747.9445289860914
2243,0.51,Ideal,F,VVS2,62.2,56.0,5.12,5.08,3.17,1993.7958328667562
2244,0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,1275.9063661805758
2245,1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,10642.842990533125
2246,0.8,Fair,G,I1,64.5,57.0,5.86,5.83,3.77,1445.9761760087551
2247,1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56,12423.381238824268
2248,2.5,Fair,G,SI2,67.0,57.0,8.36,8.29,5.58,19008.017073222167
2249,0.9,Very Good,F,VS2,62.3,59.0,6.1,6.16,3.82,4516.323290540154
2250,0.4,Very Good,J,VS2,60.9,62.0,4.73,4.76,2.89,649.8509798438703
2251,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,5470.290530752115
2252,0.55,Premium,D,SI1,62.7,59.0,5.25,5.22,3.28,1737.1490270285067
2253,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,11966.776063828527
2254,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,1633.1397509637156
2255,1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,9497.683740686705
2256,0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,632.5073596064525
2257,0.34,Ideal,I,VVS1,61.8,56.0,4.47,4.5,2.77,760.6611527384005
2258,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,446.8085520447894
2259,1.12,Premium,G,I1,60.3,60.0,6.75,6.69,4.05,3120.2756964571595
2260,1.01,Premium,D,SI1,62.9,59.0,6.43,6.39,4.03,5454.0840641002205
2261,0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,924.4563142943513
2262,0.73,Premium,G,SI1,60.8,58.0,5.82,5.85,3.55,2514.359834690393
2263,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,7144.207156476409
2264,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,9376.234438117554
2265,0.7,Good,I,VS1,63.1,57.0,5.59,5.67,3.55,2197.039533263209
2266,1.0,Very Good,D,SI2,60.5,60.0,6.41,6.44,3.89,4439.219753505671
2267,0.31,Good,H,VVS2,63.4,56.0,4.29,4.32,2.73,623.0478876045137
2268,0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,604.6982008250706
2269,0.57,Premium,F,SI1,62.1,59.0,5.31,5.28,3.29,1685.2970261190762
2270,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,3.74,3725.9810591518076
2271,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,1813.6708499137433
2272,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,2223.064216433525
2273,0.91,Ideal,F,SI2,62.4,57.0,6.22,6.18,3.87,3526.8858803995327
2274,0.33,Very Good,I,VS1,63.2,57.0,4.4,4.37,2.77,563.715868015569
2275,0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1226.5101950783762
2276,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,5384.736508715785
2277,0.42,Ideal,I,VVS1,62.0,55.0,4.88,4.8,3.0,1134.0947623731997
2278,1.31,Premium,I,VS2,60.4,59.0,7.16,7.05,4.29,7180.450806113654
2279,0.35,Ideal,F,VS1,62.4,57.0,4.52,4.49,2.81,866.1590564797482
2280,1.16,Premium,G,SI1,63.0,58.0,6.7,6.66,4.21,6027.467324921243
2281,0.34,Very Good,H,VS1,61.3,56.0,4.48,4.53,2.76,670.3552021298392
2282,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,1078.982416635392
2283,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,497.1217984509533
2284,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,1757.874715813295
2285,0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,925.5942480863994
2286,0.78,Very Good,F,SI2,62.4,59.0,5.86,5.91,3.67,2521.7565486280005
2287,0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,3083.3376480499783
2288,0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,1735.2001938758656
2289,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07,6479.528454999221
2290,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,7877.718140939811
2291,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,988.5491149855482
2292,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,554.1661321409064
2293,1.42,Premium,H,SI1,62.3,58.0,7.15,7.19,4.47,8072.062975284181
2294,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,652.2118563408255
2295,1.04,Good,D,SI2,57.6,63.0,6.67,6.7,3.85,4632.810085877089
2296,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1409.8809323709245
2297,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,1451.5440218004196
2298,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,4489.301046104654
2299,0.3,Ideal,G,VS1,61.8,57.0,4.29,4.32,2.66,607.6709499007674
2300,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,3249.412597328323
2301,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,1867.3984298229786
2302,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,4213.613022397611
2303,0.47,Very Good,H,VS2,57.2,60.0,5.18,5.21,2.97,1138.8643297098174
2304,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5954.622072814887
2305,0.81,Very Good,H,VS1,62.2,57.0,5.91,5.94,3.69,3404.69404249419
2306,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,8901.43764702783
2307,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,13987.74308434031
2308,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,6263.137619181123
2309,0.33,Ideal,E,VVS1,61.6,56.0,4.44,4.46,2.74,990.62612582437
2310,0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45,457.4477353720114
2311,0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,1157.3026721411086
2312,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,7905.6497271898825
2313,0.4,Ideal,I,VS1,60.9,56.0,4.76,4.8,2.91,836.4027590390655
2314,0.33,Ideal,H,VS1,62.0,55.0,4.46,4.44,2.76,663.891279505256
2315,0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,1553.8661192647398
2316,1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,6283.112364167113
2317,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,1880.3353128270087
2318,1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,7923.793905583183
2319,0.51,Good,H,SI1,63.7,56.0,5.07,5.1,3.24,1107.1836973576087
2320,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,867.3021054073533
2321,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,2804.248485183184
2322,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4947.8593301738665
2323,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,463.4174141632088
2324,1.02,Very Good,G,VS2,63.5,56.0,6.43,6.38,4.07,5388.227420571065
2325,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,5680.184384276701
2326,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,977.5611931899798
2327,1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,7121.537482359067
2328,1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,10367.700402061535
2329,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,784.6524120443228
2330,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,468.7305551701414
2331,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2390.3328527257563
2332,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,1992.062138587559
2333,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,2135.4544087524555
2334,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,521.7259061629148
2335,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,1052.6467271345932
2336,0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,1713.9018197572186
2337,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,2127.743685334779
2338,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,6616.350454418483
2339,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,6907.740574842714
2340,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,10250.100318325802
2341,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,4732.59546112599
2342,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,4079.626333786558
2343,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,765.6916587969002
2344,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,5340.536007630091
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2147.3617739363776
2346,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,411.9599796990883
2347,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,17015.912154214697
2348,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,659.1036746925437
2349,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,770.0838850027303
2350,1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,3510.5302091589388
2351,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1093.4328350652925
2352,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,1708.1799419551648
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,5055.545690988555
2354,0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,671.2215986219717
2355,0.31,Ideal,G,VVS1,61.9,55.0,4.36,4.3,2.68,795.8931434596803
2356,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,1057.3522598470945
2357,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3790.7104055923205
2358,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,2013.16199874423
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,1503.2309374196236
2360,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2302.314222036175
2361,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,1154.375547893144
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1749.6263202716725
2363,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,643.8852052525672
2364,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,10411.697580618962
2365,0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,4066.5761230859466
2366,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,607.7361237732965
2367,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3787.8801615670477
2368,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1765.9967997041435
2369,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,9273.266159785242
2370,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,804.8801995098145
2371,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,2202.7832404562264
2372,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,1357.9423771518993
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,4673.212664620978
2374,0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,2033.8048304374702
2375,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,426.8786419800094
2376,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,934.4677028314669
2377,1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,3613.3472767390376
2378,0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,2805.970318184354
2379,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,2206.7219725411096
2380,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,716.672305397851
2381,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,723.7696510260078
2382,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,1458.3304573567846
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,565.7932760450279
2384,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,2406.9344907489667
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,5156.727586106443
2386,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,14968.473211130131
2387,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,4196.744218781428
2388,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,5616.765351397757
2389,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,2071.6485041625624
2390,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,707.7263865074261
2391,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,3574.9638674650137
2392,0.4,Ideal,F,IF,60.9,57.0,4.81,4.84,2.94,1492.417640234802
2393,1.08,Premium,I,SI2,62.7,57.0,6.57,6.53,4.11,3597.7234277400107
2394,1.21,Good,G,I1,64.0,59.0,6.78,6.73,4.32,3390.180001890506
2395,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,3719.7210837508223
2396,1.5,Premium,F,VS2,61.5,58.0,7.34,7.36,4.52,12201.91733138005
2397,0.5,Very Good,D,VS2,62.8,58.0,5.0,5.03,3.15,1648.7375087778564
2398,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,3076.3418757408463
2399,0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,419.6469933412106
2400,0.36,Very Good,E,VS2,61.3,60.0,4.55,4.59,2.8,843.8054887343502
2401,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,2038.0493570441308
2402,0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,650.2099673287889
2403,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2367.037255017146
2404,1.35,Very Good,J,VS1,62.1,56.0,7.04,7.1,4.39,6915.344233081744
2405,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,1459.3651382385435
2406,0.33,Ideal,F,IF,62.1,56.0,4.41,4.44,2.75,1041.4540094867093
2407,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2821.617731590515
2408,1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,6928.985480274364
2409,0.4,Premium,F,VS2,59.3,59.0,4.83,4.79,2.85,1004.2568414868998
2410,1.83,Fair,J,I1,70.0,58.0,7.34,7.28,5.12,4733.129154541885
2411,0.71,Ideal,F,VS2,61.6,56.0,5.74,5.77,3.54,3024.921228268778
2412,1.0,Ideal,E,SI2,62.0,57.0,6.37,6.41,3.96,4372.290893663684
2413,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,15254.322938832645
2414,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,17633.703955966503
2415,1.0,Fair,F,SI2,65.5,54.0,6.2,6.16,4.05,3594.4406776483447
2416,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3652.8141115285675
2417,0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1322.7851759200398
2418,0.41,Ideal,F,VVS1,61.8,57.0,4.75,4.79,2.95,1425.7779766905492
2419,1.51,Premium,F,VS2,61.6,58.0,7.32,7.35,4.52,12332.375095424472
2420,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,4561.376605527301
2421,0.54,Ideal,G,VS1,61.8,56.0,5.21,5.26,3.24,1818.145637969568
2422,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,11881.467687426957
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,16809.42428357573
2424,0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,942.2180225986019
2425,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,14219.368894949817
2426,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1187.1237886048427
2427,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,3113.330927220515
2428,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,6621.595882404418
2429,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,5725.840187539893
2430,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,5202.414459025493
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,848.4985832357162
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,838.2736500582646
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4367.6809192432
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,609.0573149015621
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,7052.405409500905
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,3236.8732058311616
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,1184.9875718991052
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,6190.454404454996
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1223.3004261351139
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2218.36803595773
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,5128.383170292976
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,2809.4430248193785
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,13037.958378586947
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2537.0219398737236
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1352.5051093107888
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,810.7291073449895
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1638.3362391457488
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,4866.374616777884
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4322.949864535243
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,1000.5431359722953
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,971.5472834914561
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,8779.98210864685
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,7694.5197494133945
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2219.2300627417635
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,522.9862028832358
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,463.60300325877574
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,15760.10568418087
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2638.9531441841655
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,502.40491728542935
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,1530.7724694097997
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,514.5793578940481
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,623.3510928929974
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10386.234660223423
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2886.382916510505
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6751.0037229425425
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,5323.51302295065
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5418.296492386875
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3298.3743430049653
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,531.2675132840369
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1302.9855239458172
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,765.4389303656669
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5457.536375305537
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,654.3432496820444
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,9725.680596264263
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,3847.3921013733993
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,8428.723290644612
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5043.078906193303
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,11489.084131731335
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,925.3510578928611
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1073.4203858277713
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,686.7539295154445
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,5750.976248774779
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,761.7008516132496
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,781.9302662842161
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,875.1835728571639
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,14127.831309153862
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8531.6059480179
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,728.6349757335139
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17537.716841669495
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1457.5696979158122
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1846.745905291263
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1564.2777519307508
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1063.148203468288
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3259.4519924558776
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,6966.589200909682
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4328.220183590854
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,7338.95017346825
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3370.23222674036
